Sample.code,Latitude,Longitude,Region,Season.planted,Grain.As,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Soil.As,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.pH,Soil.Clay,Soil.SOM,Temperature,Rainfall,Humidity,Potential.Evaporation
23Vin84_#3,18.1649,106.2829,North Central ,Winter-Spring season,0.11,2867.65,1304.23,28.99,16.2,3.31,0.69,95.88,583.06,583.06,1139.92,324.8,13.47,36619.75,143.64,107.7,187.99,27855.15,4.25,21.2,4.29,25.12,3.92,81.67,5.33
23Vin85_#3,18.2207,106.16,North Central ,Winter-Spring season,0.05,2247.75,1293.35,24.69,18.76,2.88,0.28,117.81,422.71,422.71,1321.37,192.16,1.35,17866.25,101.05,78.46,251.36,6242.26,3.68,7.54,5.27,24.98,4.32,82.0,4.49
23Vin86_#3,18.3652,105.9669,North Central ,Winter-Spring season,0.37,3517.34,1231.74,16.52,14.92,0.28,2.97,156.25,1418.62,1418.62,164.55,540.79,11.67,37230.46,188.36,247.37,63.87,26252.83,4.11,16.75,6.83,24.79,4.56,82.21,4.38
23Vin88_#3,18.4409,105.7941,North Central ,Winter-Spring season,0.25,3646.26,1342.05,18.1,13.54,1.66,2.53,142.32,1263.99,1263.99,482.06,327.13,7.5,35161.21,236.22,300.75,78.45,19314.76,3.61,14.87,9.75,24.85,4.39,81.44,4.33
23Vin89_#3,18.5914,105.737,North Central ,Winter-Spring season,0.21,3016.3,1166.05,19.01,13.06,4.34,1.8,68.42,541.19,541.19,548.55,114.55,12.57,41858.32,97.86,176.61,76.9,17090.08,3.65,18.47,8.19,24.48,4.28,81.3,4.27
23Vin90_#3,19.1032,105.6014,North Central ,Winter-Spring season,0.31,3351.46,1122.18,22.52,20.06,0.86,4.4,97.95,1008.98,1008.98,397.8,157.58,7.13,29425.99,388.45,219.75,304.76,21422.57,4.91,14.39,12.29,24.3,3.78,76.04,5.89
23Vin91_#3,19.1379,105.6342,North Central ,Winter-Spring season,0.28,3077.83,1109.82,22.94,21.7,1.16,4.05,110.91,994.33,994.33,393.35,133.06,9.88,43594.03,334.0,259.52,556.88,27944.35,6.29,21.52,10.92,24.3,3.78,76.04,5.89
23Vin92_#3,19.1799,105.6704,North Central ,Winter-Spring season,0.17,3557.93,1123.69,26.98,20.73,1.93,1.92,146.17,1139.49,1139.49,1040.95,228.04,12.92,66322.61,336.11,299.32,1108.41,40705.75,5.33,33.38,11.12,24.3,3.78,76.04,5.89
23Vin93_#3,21.1414,105.4817,North,Winter-Spring season,0.17,2100.44,1405.78,29.1,19.82,3.5,1.1,331.77,460.2,460.2,1074.91,319.79,9.36,61989.17,179.71,218.52,132.58,25664.22,4.37,31.53,12.09,23.81,4.92,77.92,5.35
23Vin94_#3,21.1817,105.4411,North,Winter-Spring season,0.31,3623.96,1414.53,24.58,18.87,3.74,4.24,148.92,1140.45,1140.45,878.11,315.09,9.85,44872.65,327.08,202.56,261.54,31427.47,4.63,20.86,8.0,23.81,4.92,77.92,5.35
23Vin95_#3,21.2322,105.3906,North,Winter-Spring season,0.03,3501.25,1377.42,35.08,20.91,4.91,0.38,107.62,933.43,933.43,1698.51,156.34,9.01,16725.52,199.75,74.93,134.1,17801.08,4.88,12.6,8.97,23.54,5.03,77.91,5.68
23Vin96_#3,21.285,105.4014,North,Winter-Spring season,0.12,2684.15,1271.94,27.37,24.77,4.13,0.97,213.09,641.81,641.81,993.38,260.25,15.21,49734.85,241.23,201.02,169.35,32535.78,4.19,18.59,9.75,23.54,5.03,77.91,5.68
23Vin97_#3,21.3153,105.355,North,Winter-Spring season,0.24,3031.22,1093.29,48.44,25.93,2.58,4.29,263.72,1030.67,1030.67,1569.01,251.88,17.65,74606.91,473.46,516.72,427.39,42572.0,4.59,27.52,8.0,23.53,4.98,78.08,5.04
23Vin98_#3,21.2961,105.295,North,Winter-Spring season,0.13,3029.16,1151.05,41.62,26.93,3.27,1.34,140.72,1345.55,1345.55,1555.8,180.11,8.79,37476.68,473.95,139.02,512.43,25953.51,5.23,17.68,2.15,23.54,5.03,77.91,5.68
23Vin99_#3,21.4175,105.5206,North,Winter-Spring season,0.18,3046.27,1193.93,22.09,20.48,2.4,2.12,198.41,956.2,956.2,610.24,179.82,16.73,60422.06,441.95,262.9,282.16,27583.56,4.25,21.36,4.88,23.38,4.91,78.73,4.99
23Vin100_#3,21.4053,105.6081,North,Winter-Spring season,0.2,3642.31,1452.77,35.6,31.1,3.96,1.42,656.71,1601.25,1601.25,1077.99,421.41,9.06,33059.17,513.8,623.86,199.46,19155.59,4.25,12.2,4.49,23.38,4.91,78.73,4.99
23Vin101_#3,21.27,105.6633,North,Winter-Spring season,0.11,2917.73,1249.86,22.27,25.73,1.57,0.77,256.93,841.31,841.31,802.25,264.54,5.83,17653.76,596.17,416.0,411.47,12833.52,4.5,10.41,0.58,23.54,5.03,77.91,5.68
23Vin102_#3,19.8283,105.6311,North,Winter-Spring season,0.2,3142.01,1203.26,22.95,18.71,1.49,1.89,311.36,830.18,830.18,538.86,422.77,8.68,44012.33,294.87,748.11,149.43,20725.62,3.65,16.3,4.29,23.9,4.15,79.09,5.42
23Vin103_#3,19.6664,105.7903,North,Winter-Spring season,0.04,2607.74,1129.57,30.52,19.18,1.71,0.58,88.01,975.54,975.54,823.72,135.83,2.35,12555.52,255.15,575.52,69.43,6897.43,4.0,5.96,4.49,23.84,4.58,77.82,7.87
23Vin104_#3,19.6444,105.8044,North,Winter-Spring season,0.11,2453.23,1122.83,32.62,20.6,3.44,0.56,136.1,583.5,583.5,1658.6,180.42,10.89,53695.73,327.6,887.8,152.55,25855.36,4.53,31.04,3.71,23.84,4.58,77.82,7.87
23Vin105_#3,19.7267,105.8631,North,Winter-Spring season,0.17,3634.98,1373.23,12.49,39.94,0.89,4.46,206.61,1347.29,1347.29,164.48,349.75,11.57,36126.49,333.36,1192.96,209.06,24406.15,4.88,10.96,5.46,23.83,4.36,78.3,6.75
23Vin106_#3,19.8667,105.8436,North,Winter-Spring season,0.15,3172.4,1146.12,22.41,45.44,1.84,2.04,232.11,1331.82,1331.82,489.71,331.16,9.72,63633.4,578.43,907.62,204.62,27392.7,5.26,24.15,3.31,23.9,4.15,79.09,5.42
23Vin107_#3,19.9336,105.9181,North,Winter-Spring season,0.16,3660.17,1335.62,15.55,18.67,3.42,1.02,138.84,1451.81,1451.81,215.06,176.18,5.29,23738.37,404.18,1095.25,95.52,10077.12,5.06,14.0,3.9,24.15,4.12,79.23,4.55
23Vin108_#3,20.0272,105.9953,North,Winter-Spring season,0.06,3949.74,1439.03,34.18,29.43,3.82,0.81,160.09,1423.72,1423.72,1242.82,374.86,3.23,14923.91,271.8,731.64,125.9,12054.12,4.38,9.72,3.51,24.1,4.23,79.28,4.37
23Vin109_#3,20.1333,106.0997,North,Winter-Spring season,0.29,3317.81,1252.77,19.79,18.62,1.64,5.39,444.16,1996.94,1996.94,1050.98,459.28,19.22,73881.79,606.03,915.08,579.22,50211.91,4.9,31.82,5.46,24.08,4.24,79.51,4.83
23Vin110_#3,20.685,106.5497,North,Summer-Autumn season,0.11,3529.43,1359.12,20.9,23.11,2.88,1.78,130.93,1299.07,1299.07,488.29,173.59,18.03,66398.05,1015.14,1265.11,115.84,44620.05,4.38,31.98,5.85,23.85,4.74,84.15,4.21
23Vin111_#3,20.6214,106.5461,North,Summer-Autumn season,0.28,3232.06,1487.29,15.63,17.15,0.59,4.77,868.49,1343.59,1343.59,306.04,903.92,18.84,65827.85,391.22,1257.37,266.63,40333.38,4.89,27.09,4.29,23.85,4.74,84.15,4.21
23Vin112_#3,20.5283,106.4947,North,Summer-Autumn season,0.22,3478.57,1386.38,23.58,20.69,2.23,2.7,302.07,1500.82,1500.82,393.9,529.8,6.34,18119.02,916.26,524.89,129.4,14002.04,4.41,9.6,5.07,23.72,4.53,84.42,4.48
23Vin113_#3,20.4528,106.3861,North,Summer-Autumn season,0.16,3673.52,1494.11,36.36,19.11,3.03,1.36,205.65,945.76,945.76,1064.78,455.05,16.67,52736.46,378.77,965.27,308.36,39242.93,4.01,20.28,5.46,23.86,4.34,84.22,4.7
23Vin114_#3,20.4081,106.4356,North,Summer-Autumn season,0.21,3639.92,1467.98,20.84,56.45,2.72,2.01,855.64,1253.03,1253.03,478.62,1094.04,16.53,74906.96,656.6,1068.55,239.06,42455.93,4.45,32.48,8.19,23.86,4.34,84.22,4.7
23Vin115_#3,20.4358,106.4183,North,Summer-Autumn season,0.16,3443.53,1494.64,25.78,18.96,1.53,2.2,747.15,1324.06,1324.06,702.09,973.2,14.7,59969.39,497.35,1006.72,428.12,41064.79,5.68,26.64,7.02,23.86,4.34,84.22,4.7
23Vin116_#3,20.4214,106.4736,North,Summer-Autumn season,0.17,3070.27,1128.75,21.43,21.0,0.68,2.78,520.59,1538.52,1538.52,505.51,567.21,15.31,70621.35,361.07,1087.04,434.66,44236.13,4.7,21.93,6.44,23.86,4.34,84.22,4.7
23Vin117_#3,20.3586,106.5447,North,Summer-Autumn season,0.25,3536.42,1354.26,30.18,14.05,1.23,3.48,733.29,1513.76,1513.76,641.8,677.08,16.55,70770.65,475.3,1054.76,455.32,44867.6,5.39,43.87,7.22,24.15,4.24,83.55,5.27
23Vin118_#3,20.2986,106.4794,North,Summer-Autumn season,0.26,3431.82,1617.32,22.1,18.46,1.09,4.78,631.99,1206.05,1206.05,560.01,571.76,29.37,66685.81,725.91,957.35,502.58,48046.47,4.92,20.21,7.41,24.01,4.24,84.29,4.76
23Vin119_#3,20.3708,106.4486,North,Summer-Autumn season,0.24,3804.04,1462.82,21.22,20.77,0.77,2.61,646.41,1242.89,1242.89,538.28,1018.25,12.14,56750.88,412.49,1130.33,256.34,35451.73,4.26,19.21,7.61,24.15,4.24,83.55,5.27
23Vin120_#3,20.3528,106.3297,North,Summer-Autumn season,0.11,3361.83,1649.08,25.25,19.9,1.77,1.58,382.43,1034.63,1034.63,859.46,881.19,16.85,70139.2,310.31,771.86,395.1,45099.53,4.71,25.27,7.02,24.15,4.24,83.55,5.27
23Vin121_#3,20.2375,106.3342,North,Summer-Autumn season,0.27,3369.85,1405.78,18.29,19.99,0.58,5.18,326.32,1805.53,1805.53,278.18,439.97,21.22,74461.27,801.65,1111.6,407.66,50242.67,4.15,23.55,7.41,24.01,4.24,84.29,4.76
23Vin122_#3,20.1839,106.1744,North,Summer-Autumn season,0.4,3372.25,1534.91,26.68,24.77,1.28,4.71,1005.14,1567.43,1567.43,745.05,876.08,20.03,88833.44,482.21,1048.05,409.94,51308.03,4.29,33.78,7.02,24.08,4.24,84.25,4.83
23Vin141_#3,21.2482,105.8028,North,Winter-Spring season,0.15,1765.28,1336.78,24.17,19.6,5.18,0.34,112.39,505.31,505.31,1761.54,217.3,2.37,17667.46,284.68,679.16,95.28,8152.96,4.23,8.26,2.73,23.54,5.03,77.91,5.68
23Vin142_#3,21.266,106.0876,North,Winter-Spring season,0.18,3062.37,1149.13,15.59,21.0,1.15,1.85,123.65,1282.57,1282.57,638.38,207.48,3.39,15216.15,449.08,694.55,108.15,8787.56,4.63,7.8,4.88,23.54,5.03,77.91,5.68
23Vin143_#3,21.3906,106.113,North,Winter-Spring season,0.21,3070.98,1170.2,15.88,26.08,1.15,2.45,119.57,1734.15,1734.15,350.34,312.1,1.79,18428.08,383.12,730.82,54.71,8246.06,4.67,7.1,6.83,23.53,4.98,78.08,5.04
23Vin144_#3,21.3676,106.0328,North,Winter-Spring season,0.15,2940.72,1174.32,21.45,25.48,2.36,3.17,164.31,1752.66,1752.66,410.02,251.49,1.21,10308.93,490.15,568.54,42.54,5418.04,4.55,8.0,2.73,23.53,4.98,78.08,5.04
23Vin145_#3,21.4072,105.9808,North,Winter-Spring season,0.18,3088.28,1083.21,11.96,14.48,1.16,2.28,322.28,2335.45,2335.45,177.24,401.59,2.71,24246.68,286.36,618.71,82.53,9537.77,4.41,14.52,3.71,23.38,4.91,78.73,4.99
23Vin146_#3,21.4634,105.9449,North,Winter-Spring season,0.23,2927.73,940.15,20.34,15.6,2.16,6.03,368.47,2406.09,2406.09,907.15,902.71,11.73,57831.73,477.59,1003.31,217.28,29580.06,3.89,17.82,8.0,23.38,4.91,78.73,4.99
23Vin147_#3,21.442,106.0184,North,Winter-Spring season,0.11,2869.22,967.22,22.51,18.63,1.28,1.25,172.15,1450.35,1450.35,609.23,255.26,1.03,16182.68,302.93,763.14,38.24,5414.31,4.96,10.2,5.46,23.38,4.91,78.73,4.99
23Vin148_#3,21.4441,106.1117,North,Winter-Spring season,0.14,3142.07,1179.02,23.09,27.65,6.26,1.65,298.99,1958.33,1958.33,891.8,843.61,1.59,18988.14,264.13,597.26,86.35,11680.49,4.13,10.68,5.66,23.38,4.91,78.73,4.99
23Vin149_#3,21.4262,106.2183,North,Winter-Spring season,0.18,2863.22,1074.58,11.93,17.77,0.78,2.6,190.51,2289.04,2289.04,160.11,299.77,3.9,26317.85,433.5,722.28,103.31,18818.58,5.3,13.29,5.66,23.38,4.91,78.73,4.99
23Vin150_#3,21.3416,106.3348,North,Winter-Spring season,0.26,3315.33,1360.93,18.14,18.68,3.18,3.91,246.46,2310.52,2310.52,669.88,497.01,1.89,13383.1,254.02,478.89,36.82,10956.21,4.76,8.7,2.93,23.53,4.98,78.08,5.04
23Vin151_#3,21.0387,107.0207,North,Winter-Spring season,0.23,3553.65,1262.91,17.13,15.66,2.32,1.66,129.88,2091.79,2091.79,510.61,203.59,1.76,20479.57,224.56,617.49,16.88,4006.95,4.26,10.2,4.88,24.23,4.72,77.16,4.17
23Vin152_#3,21.0033,106.8716,North,Winter-Spring season,0.18,2503.12,1186.41,22.22,13.31,0.59,2.52,86.03,771.18,771.18,646.62,219.28,4.89,27447.26,168.95,658.48,38.15,6606.2,4.02,12.65,6.24,24.23,4.72,77.16,4.17
23Vin153_#3,20.9723,106.8238,North,Winter-Spring season,0.31,3062.26,1242.42,11.04,26.25,1.02,1.24,188.74,2011.5,2011.5,570.14,419.05,16.28,45384.41,292.74,3788.79,74.6,26333.74,2.88,15.39,9.75,24.25,4.67,77.49,4.18
23Vin154_#3,20.9107,106.8001,North,Winter-Spring season,0.19,2981.49,1151.18,19.83,31.76,2.08,2.1,153.69,1211.59,1211.59,874.34,348.1,10.68,49054.63,365.63,777.31,120.87,32822.86,4.24,21.56,7.22,24.25,4.67,77.49,4.18
23Vin155_#3,21.1465,107.3599,North,Winter-Spring season,0.16,3065.79,981.01,26.22,16.48,5.98,0.74,174.21,1567.97,1567.97,533.87,319.71,2.88,57210.0,449.33,943.05,51.07,19935.49,3.78,22.09,9.17,23.81,4.92,77.92,5.35
23Vin156_#3,21.3145,107.3665,North,Winter-Spring season,0.2,3067.69,1194.86,18.99,18.56,0.71,1.57,262.96,1387.53,1387.53,282.31,558.79,3.81,62145.05,242.53,951.98,169.6,31609.78,3.76,18.46,6.24,23.53,4.98,78.08,5.04
23Vin157_#3,21.3264,107.4893,North,Winter-Spring season,0.13,2783.54,1189.31,21.08,21.06,0.64,1.15,112.34,1412.74,1412.74,405.89,725.01,2.47,25677.69,173.95,731.44,112.53,11758.61,3.93,13.6,6.83,23.53,4.98,78.08,5.04
23Vin158_#3,21.3292,107.6081,North,Winter-Spring season,0.18,2964.44,1070.93,16.25,17.42,2.08,1.24,267.72,1640.67,1640.67,373.07,263.87,1.85,21537.04,403.78,1012.15,99.16,6207.38,4.57,9.1,12.09,23.53,4.98,78.08,5.04
23Vin159_#3,21.4708,108.0011,North,Winter-Spring season,0.25,2968.48,1295.62,13.34,19.71,2.49,3.32,151.16,2097.92,2097.92,197.3,368.63,4.55,20360.04,187.98,1065.34,140.18,11362.32,3.59,9.8,11.39,23.38,4.91,78.73,4.99
23Vin161_#3,21.4706,107.764,North,Winter-Spring season,0.26,3270.51,1343.57,10.6,29.43,0.33,2.9,478.3,2323.65,2323.65,71.62,483.49,3.12,27068.78,500.73,656.13,136.69,10420.79,4.13,9.74,8.5,23.38,4.91,78.73,4.99
23Vin162_#3,21.4587,107.6974,North,Winter-Spring season,0.11,3200.13,1342.55,16.78,17.78,1.44,0.32,144.44,1479.98,1479.98,152.5,387.47,2.85,26477.98,392.81,831.06,171.46,7438.68,4.08,6.62,8.42,23.38,4.91,78.73,4.99
23Vin163_#3,14.4834,109.0335,South Central,Summer-Autumn season,0.08,3092.27,1195.05,36.23,21.14,2.18,0.78,238.21,1953.66,1953.66,805.23,824.08,4.36,93625.47,437.37,795.12,442.91,56085.24,4.11,24.34,8.5,25.55,4.46,77.69,5.68
23Vin164_#3,14.1971,109.048,South Central,Summer-Autumn season,0.16,3412.16,1408.84,24.03,26.18,1.94,0.32,101.07,1914.39,1914.39,432.21,395.9,2.02,53569.92,613.32,623.81,835.62,92186.43,4.11,18.34,4.91,25.64,3.02,73.75,5.58
23Vin165_#3,10.5168,107.3925,South Central,Summer-Autumn season,0.09,3124.58,1248.03,20.1,24.59,2.98,0.21,116.23,1384.25,1384.25,502.74,271.25,29.03,39685.09,208.07,568.91,309.96,32633.8,4.29,31.87,10.53,27.4,4.54,80.85,6.18
23Vin167_#3,11.0902,108.1314,South Central,Summer-Autumn season,0.43,3269.81,1219.67,27.31,24.15,2.26,8.89,366.57,1831.46,1831.46,515.07,684.37,5.58,37871.46,419.7,522.98,420.3,21646.38,4.36,16.92,5.59,26.76,4.57,82.32,7.76
23Vin168_#3,11.257,108.5341,South Central,Summer-Autumn season,0.36,3055.34,1223.54,22.29,26.86,0.84,3.96,310.03,796.25,796.25,865.77,420.54,5.93,34540.11,155.77,598.71,135.68,13202.67,5.72,13.85,4.16,26.8,4.35,80.98,7.61
23Vin169_#3,11.5043,108.9158,South Central,Summer-Autumn season,0.22,3241.68,1101.91,23.57,22.65,2.8,1.32,132.21,1417.11,1417.11,668.8,307.87,4.28,26347.15,120.92,648.67,159.13,11210.86,5.73,16.08,4.55,26.77,4.75,80.74,8.52
23Vin171_#3,11.6668,109.0249,South Central,Summer-Autumn season,0.44,3345.66,1325.21,15.03,25.32,0.34,2.91,65.87,1416.16,1416.16,163.51,189.92,3.82,38597.93,141.34,504.78,117.51,10235.96,4.36,15.39,11.7,26.82,4.7,80.24,8.58
23Vin172_#3,11.7571,109.0706,South Central,Summer-Autumn season,0.2,2488.9,1315.29,22.4,23.1,0.67,1.44,111.91,799.52,799.52,806.22,377.3,11.67,35360.31,158.34,572.71,637.7,22004.93,3.97,10.21,4.29,26.42,4.7,80.22,9.28
23Vin173_#3,12.1055,109.1184,South Central,Summer-Autumn season,0.2,3154.74,1113.46,22.4,20.88,2.75,1.66,157.97,2088.76,2088.76,562.26,292.24,4.38,35843.38,370.79,486.08,385.58,19690.86,3.9,15.14,4.81,24.51,4.41,78.28,9.34
23Vin174_#3,12.2897,109.1567,South Central,Summer-Autumn season,0.15,2933.32,1195.29,23.26,27.81,2.48,2.13,66.2,1279.84,1279.84,753.08,161.43,19.64,88399.75,364.83,1091.74,464.08,40910.47,4.35,28.35,7.15,24.86,5.19,78.97,9.32
23Vin175_#3,12.4405,109.1127,South Central,Summer-Autumn season,0.29,3083.46,1150.03,20.56,20.99,1.39,4.84,360.69,1602.09,1602.09,833.25,512.74,10.16,39665.19,100.23,717.24,446.42,18755.94,4.1,21.02,9.23,25.34,4.31,77.25,6.5
23Vin176_#3,12.5721,109.1728,South Central,Summer-Autumn season,0.16,2753.99,1155.35,25.11,21.15,2.11,1.97,134.3,1895.02,1895.02,925.21,607.97,3.48,21812.36,82.26,491.6,87.34,15038.79,3.54,15.93,5.07,26.23,3.48,75.2,4.67
23Vin177_#3,12.7685,109.2903,South Central,Summer-Autumn season,0.01,3445.5,1020.79,16.8,19.51,0.8,0.11,108.12,1136.2,1136.2,545.97,428.45,0.62,16692.27,103.08,400.44,217.14,9851.97,3.87,10.65,6.37,23.71,4.58,77.36,4.96
23Vin179_#3,13.3327,109.2527,South Central,Summer-Autumn season,0.11,2884.76,1166.06,18.95,34.84,1.0,0.23,53.88,1293.57,1293.57,280.44,519.25,0.8,24286.0,120.59,577.9,134.83,8085.91,3.99,14.97,7.28,25.66,3.04,76.5,7.86
23Vin181_#3,14.1265,109.152,South Central,Summer-Autumn season,0.12,3295.63,1495.1,17.15,21.33,2.95,1.23,574.1,2466.01,2466.01,357.68,635.04,1.51,40139.64,282.46,890.4,145.47,13368.44,4.21,18.89,10.66,25.64,3.02,73.75,5.58
23Vin182_#3,14.0796,109.0631,South Central,Summer-Autumn season,0.03,2994.57,1086.52,29.67,14.86,0.69,0.34,143.36,1796.48,1796.48,1147.69,443.13,0.79,31745.69,116.7,600.33,183.02,10883.69,4.33,16.69,7.28,26.11,2.98,73.84,5.38
23Vin183_#3,14.3813,109.023,South Central,Summer-Autumn season,0.09,2853.48,1001.54,21.88,16.98,1.71,0.33,149.05,1765.13,1765.13,1200.56,453.05,1.44,21210.48,154.75,514.78,133.33,30829.1,4.06,15.8,7.15,25.41,3.97,76.04,5.68
23Vin184_#3,14.5508,109.0491,South Central,Summer-Autumn season,0.05,2707.38,1180.59,21.7,21.72,3.31,0.25,122.07,1736.99,1736.99,491.87,428.14,4.0,87302.04,389.79,998.29,228.74,52437.89,3.96,34.46,10.27,24.69,5.11,78.98,5.51
23Vin185_#3,14.7204,109.0344,South Central,Summer-Autumn season,0.06,3159.64,1329.59,22.61,25.46,0.5,0.19,198.32,1312.43,1312.43,598.43,578.14,0.93,34092.92,156.94,508.12,237.53,17741.99,4.66,16.03,5.98,25.3,4.97,78.45,5.51
23Vin186_#3,14.835,108.9563,South Central,Summer-Autumn season,0.12,2619.21,1197.97,17.2,22.94,2.17,0.37,138.75,1124.86,1124.86,330.73,373.65,1.97,45007.15,193.03,638.73,207.25,16148.5,3.8,14.67,8.06,25.65,4.99,76.61,5.28
23Vin187_#3,14.9791,108.8859,South Central,Summer-Autumn season,0.17,3169.63,1319.83,21.81,25.43,2.42,0.37,156.88,1579.51,1579.51,652.01,480.58,2.22,54266.13,209.42,643.8,316.19,30831.16,4.27,20.12,5.46,25.13,4.83,76.32,5.2
23Vin188_#3,15.2823,108.7737,South Central,Summer-Autumn season,0.14,3098.82,1327.0,16.39,20.3,0.58,0.59,191.99,2446.99,2446.99,293.04,762.4,0.11,11496.84,45.76,254.77,25.03,3052.77,3.79,7.65,5.98,25.46,5.56,76.67,5.52
23Vin189_#3,15.9717,108.1675,South Central,Summer-Autumn season,0.26,2910.0,1466.96,21.24,20.14,0.46,3.84,77.29,2427.08,2427.08,406.81,551.24,9.92,63659.05,232.29,541.17,284.64,31421.84,3.69,26.44,7.15,26.1,5.19,76.85,4.66
24VINIF_1_#3,15.1458,108.7814,South Central,Winter-Spring season,0.08,1314.94,365.12,3.44,4.95,0.08,1.03,21.08,320.74,63.3,77.35,145.0,3.12,37526.9,105.24,39.18,124.38,41284.95,3.97,53.17,4.12,25.83,5.23,85.01,5.93
24VINIF_2_#3,14.98,108.8858,South Central,Winter-Spring season,0.05,887.58,351.28,4.84,5.99,0.55,0.22,29.28,24.37,124.41,369.17,117.63,2.05,25043.58,50.11,,97.08,27553.29,4.29,20.12,2.69,25.13,4.83,85.6,5.2
24VINIF_3_#3,14.8914,108.9422,South Central,Winter-Spring season,0.06,1516.91,403.02,3.19,5.25,0.07,1.05,17.54,335.99,141.87,23.48,255.94,2.75,29525.0,175.53,114.03,39.46,32482.9,3.92,16.39,5.92,25.65,4.99,85.42,5.28
24VINIF_4_#3,14.8342,108.9578,South Central,Winter-Spring season,0.02,1372.74,413.99,3.31,3.93,0.42,0.32,35.59,239.64,63.3,173.86,199.53,1.81,27544.15,69.58,63.16,65.55,30303.9,3.89,14.67,3.18,25.65,4.99,85.42,5.28
24VINIF_6_#3,14.5503,109.0494,South Central,Winter-Spring season,0.01,1204.07,347.37,3.4,4.72,0.16,0.18,43.11,335.99,226.98,110.14,154.18,2.67,34531.93,168.68,14.96,44.89,37990.5,4.12,34.46,4.51,24.69,5.11,86.37,5.51
24VINIF_7_#3,14.4833,109.0336,South Central,Winter-Spring season,0.07,1186.03,383.63,4.32,9.2,0.51,0.13,38.6,253.88,,309.6,299.41,2.37,32941.81,132.57,,117.57,36241.42,4.08,24.34,4.23,25.55,4.46,85.46,5.68
24VINIF_8_#3,14.3814,109.0228,South Central,Winter-Spring season,0.0,1371.6,311.03,3.7,4.52,0.61,0.17,28.31,263.79,85.13,188.95,368.32,1.16,15997.08,73.27,36.46,20.65,17602.17,4.18,15.8,3.58,25.41,3.97,83.68,5.68
24VINIF_9_#3,14.2953,109.0739,South Central,Winter-Spring season,0.01,1399.18,345.78,7.4,4.47,0.62,0.12,19.25,216.26,104.77,796.51,154.05,1.28,28334.76,66.91,,285.63,31173.64,3.93,16.85,2.77,25.39,3.24,82.14,5.87
24VINIF_10_#3,14.1969,109.0475,South Central,Winter-Spring season,0.11,1301.44,349.9,3.83,8.27,0.11,0.29,34.65,306.5,67.67,159.3,294.28,1.09,22254.88,74.29,18.79,152.66,24485.73,4.74,18.34,2.58,25.64,3.02,82.41,5.58
24VINIF_11_#3,14.0792,109.0633,South Central,Winter-Spring season,0.02,1259.51,327.09,5.61,12.78,0.16,0.09,36.61,191.1,52.39,504.8,285.47,0.8,23917.8,65.48,35.82,44.97,26314.88,4.09,16.69,4.1,26.11,2.98,83.47,5.38
24VINIF_12_#3,13.5767,109.2478,South Central,Winter-Spring season,0.01,1312.86,331.52,2.69,2.96,0.33,0.09,13.13,157.29,233.54,8.91,172.35,1.62,8337.74,73.1,242.62,87.24,9176.92,4.17,12.25,6.18,25.89,3.75,74.73,5.98
24VINIF_13_#3,13.4622,109.2117,South Central,Winter-Spring season,0.07,1398.08,418.34,3.59,2.99,0.43,0.32,18.12,268.62,181.15,173.7,114.58,1.54,28846.04,58.95,130.25,22.76,31735.95,3.76,10.99,4.44,25.92,3.33,73.07,7.46
24VINIF_14_#3,13.3933,109.2042,South Central,Winter-Spring season,0.11,1482.23,363.31,2.62,23.15,,0.14,23.02,393.4,40.42,,97.18,1.45,26171.01,79.1,10.92,58.82,28793.44,4.28,17.12,2.01,25.66,3.04,70.31,7.86
24VINIF_15_#3,13.3542,109.2111,South Central,Winter-Spring season,0.05,742.41,194.35,6.13,4.75,1.26,0.09,1.92,131.33,72.25,256.15,48.43,1.43,23553.58,50.66,34.0,177.23,25914.24,4.67,15.62,2.32,25.66,3.04,70.31,7.86
24VINIF_16_#3,13.0417,109.3144,South Central,Winter-Spring season,0.02,662.51,232.44,6.53,1.8,1.38,0.25,24.94,74.81,33.53,201.09,130.64,1.9,28906.62,62.76,30.69,141.89,31802.69,3.83,13.09,3.77,26.25,3.37,76.84,8.8
24VINIF_18_#3,12.6294,109.1831,South Central,Winter-Spring season,0.09,699.97,180.94,5.5,0.91,0.68,1.09,17.6,340.26,38.93,180.6,144.36,3.92,13196.71,43.57,69.24,31.43,14521.76,3.97,10.17,2.25,25.31,3.65,82.21,5.09
24VINIF_19_#3,12.5719,109.1728,South Central,Winter-Spring season,0.02,631.29,157.1,4.88,,0.8,0.73,20.4,652.17,89.99,203.22,189.81,1.71,10808.78,49.31,68.25,17.3,11894.96,3.73,15.93,2.54,26.23,3.48,81.08,4.67
24VINIF_20_#3,12.4397,109.1139,South Central,Winter-Spring season,0.13,693.15,146.35,4.71,,0.68,4.58,12.34,116.12,38.38,225.0,145.76,10.55,28051.53,38.58,60.72,162.4,30862.01,4.09,21.02,2.73,25.34,4.31,81.48,6.5
